Artist,Song,Days in top10,Peak,Days on peak,Days,PkStreams,Total
Marília Mendonça,Todo Mundo Vai Sofrer - Ao Vivo,,140,1,26,"780,435","17,128,250"
DJ Khaled,Top Off,,53,1,21,"1,334,001","17,117,917"
Mariah Carey,O Holy Night,,116,1,12,"2,100,650","17,116,540"
Ariana Grande,intro (end of the world) - extended,,27,1,10,"3,031,819","17,088,306"
KITSCHKRIEG,Unterwegs,,163,1,25,"771,817","17,082,088"
Frank Sinatra,Santa Claus Is Comin' to Town,,88,1,14,"2,671,162","17,078,271"
KHEA,Loca Remix,,125,1,29,"727,601","17,070,168"
Pop Smoke,Make It Rain,,40,1,18,"1,831,675","17,057,342"
Logic,Contra,,25,1,18,"1,940,729","17,050,512"
LE SSERAFIM,HOT,,96,1,12,"1,640,448","17,025,666"
Shawn Mendes,Where Were You In The Morning?,,41,1,22,"1,548,413","17,014,105"
Drake,7969 Santa,,13,1,7,"5,084,508","16,984,145"
Nicky Jam,Hiekka,,95,1,13,"1,535,511","16,978,318"
Soso Maness,Petrouchka,,97,1,19,"1,159,668","16,974,759"
Kendrick Lamar,gnx,,22,1,7,"4,200,192","16,973,060"
¥$,BACK TO ME,,25,1,10,"2,598,798","16,965,857"
Juice WRLD,Empty,,33,1,17,"1,925,055","16,961,188"
The Script,Rain,,145,1,34,"617,114","16,959,659"
J. Cole,1 0 0 . m i l ‘,1.0,9,1,9,"4,897,549","16,958,251"
Oscar Maydon,Asquerosamente Rico,,107,1,13,"1,464,015","16,942,152"
Camila Cabello,Consequences - orchestra,,123,1,25,"801,018","16,937,156"
Ed Sheeran,One,,138,1,108,"182,203","16,919,128"
Luude,Down Under,,66,1,18,"1,242,758","16,918,101"
Drake,Ratchet Happy Birthday,,31,1,14,"3,186,079","16,905,037"
"Tyler, The Creator",Tomorrow,,18,1,7,"4,691,166","16,899,211"
Juice WRLD,Can't Die,,28,1,14,"2,722,311","16,898,978"
PinkPantheress,Just for me,,121,1,21,"875,609","16,897,571"
Timmy Trumpet,Freaks,,108,1,81,"267,126","16,893,569"
Noah Kahan,Dial Drunk,,49,1,11,"2,028,005","16,887,713"
Taylor Swift,Castles Crumbling,,16,1,7,"5,235,377","16,886,371"
Bing Crosby,It's Beginning To Look A Lot Like Christmas,,86,1,10,"2,159,710","16,882,735"
Future,I'M ON ONE,,26,1,14,"2,294,934","16,860,798"
Bryson Tiller,Whatever She Wants [BONUS],,56,1,10,"2,155,876","16,835,248"
Niack,Na Raba Toma Tapão,,108,1,24,"835,159","16,834,925"
AYLIVA,Sie weiß,,125,1,15,"1,289,099","16,817,891"
JACKBOYS,WHAT TO DO?,,16,1,15,"2,871,333","16,812,183"
Bad Bunny,VOU 787,,12,1,7,"6,404,452","16,811,328"
Nicki Minaj,Do We Have A Problem?,,26,1,14,"2,044,646","16,787,475"
Marília Mendonça,Ciumeira - Ao Vivo,,126,1,27,"756,317","16,771,921"
The Weeknd,Attention,,41,1,23,"1,153,683","16,767,481"
Doja Cat,I Don't Do Drugs,,39,1,15,"2,278,257","16,756,510"
"Tyler, The Creator",JUGGERNAUT,,21,1,13,"3,166,477","16,755,512"
Morgan Wallen,Thinkin’ Bout Me,,75,1,12,"1,691,458","16,751,147"
Justin Bieber,2 Much,,13,1,13,"2,977,910","16,734,880"
Drake,Lose You,,30,1,16,"2,269,321","16,728,636"
Fifth Harmony,That's My Girl,,129,1,47,"453,150","16,715,811"
Bag Raiders,Shooting Stars,,122,1,30,"654,889","16,714,073"
NAV,Tap,,158,1,26,"808,713","16,685,705"
Juice WRLD,Screw Juice,,19,1,13,"3,043,174","16,659,244"
DDG,Moonwalking in Calabasas,,154,1,23,"826,645","16,642,221"
Justin Bieber,We Are,,52,1,38,"920,969","16,628,011"
Ice Spice,In Ha Mood,,168,1,15,"1,204,793","16,622,296"
Playboi Carti,HBA,,37,1,8,"3,570,834","16,596,599"
Bernadya,Kata Mereka Ini Berlebihan,,150,1,13,"1,394,086","16,553,275"
Luis Fonsi,Date La Vuelta,,170,1,26,"723,105","16,540,923"
Playboi Carti,FINE SHIT,,17,1,7,"5,218,029","16,537,197"
Juice WRLD,Burn,,17,1,12,"2,974,815","16,535,967"
Lil Durk,Broadway Girls,,81,1,17,"1,358,393","16,511,948"
Clean Bandit,Real Love,,111,1,81,"263,652","16,511,743"
Travis Scott,NC-17,,18,1,14,"3,296,194","16,503,109"
Taylor Swift,Death By A Thousand Cuts,,26,1,14,"2,466,498","16,488,150"
Justin Bieber,Deserve You,,17,1,13,"2,775,741","16,486,296"
Ed Sheeran,2step,,37,1,15,"1,875,659","16,483,606"
Taylor Swift,Electric Touch,,12,1,7,"5,543,165","16,474,250"
BTS,HOME,,19,1,14,"2,462,001","16,442,038"
Cardi B,Hot Shit,,27,1,14,"2,070,023","16,401,755"
DMX,X Gon' Give It To Ya,,22,1,34,"2,284,731","16,398,573"
MERO,Olabilir,,57,1,18,"1,276,674","16,386,031"
John Legend,All of Me (Tiësto's Birthday Treatment Remix),,99,1,97,"291,443","16,381,928"
Maluma,ADMV,,140,1,23,"798,457","16,369,845"
Drake,You Only Live Twice,,20,1,8,"5,127,829","16,369,783"
Eminem,Leaving Heaven,,30,1,13,"2,702,427","16,368,582"
Drake,More M’s,,21,1,8,"4,071,597","16,360,733"
Nat King Cole,The Christmas Song (Merry Christmas To You) - Remastered 1999,,21,1,33,"1,632,080","16,358,818"
Ariana Grande,nasty,,16,1,13,"3,400,086","16,351,744"
The Chainsmokers,Do You Mean,,90,1,22,"1,057,743","16,337,902"
Pharrell Williams,Just A Cloud Away,,58,1,17,"1,211,930","16,333,696"
Rihanna,Stay,,39,1,13,"2,166,368","16,330,312"
Ariana Grande,past life,,29,1,9,"2,997,013","16,323,358"
Kanye West,BURN,2.0,8,1,5,"4,043,563","16,322,735"
Bryan Adams,Christmas Time,,83,1,10,"2,511,866","16,318,490"
Rod Wave,Rags2Riches 2,,110,1,22,"927,194","16,309,322"
Boza,Orion,,170,1,13,"1,283,828","16,291,101"
Taylor Swift,When Emma Falls in Love (Taylor’s Version) (From The Vault),,14,1,7,"5,306,762","16,282,905"
Charli xcx,Sympathy is a knife featuring ariana grande,,12,1,8,"3,801,417","16,277,074"
Rihanna,Disturbia,,49,1,13,"2,259,624","16,256,351"
Milky Chance,Cocoon,,156,1,39,"466,488","16,240,280"
Kanye West,BACK TO ME,2.0,6,1,5,"4,383,523","16,238,749"
Jhené Aiko,B.S.,,103,1,21,"1,250,290","16,233,495"
Little Mix,Love Me Like You,,88,1,59,"378,878","16,190,287"
Adele,Love Is A Game,,21,1,11,"3,092,133","16,185,630"
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,,59,1,9,"2,221,140","16,168,957"
Juice WRLD,I Want It,,18,1,13,"3,124,838","16,164,719"
Ariana Grande,ordinary things,,35,1,8,"2,943,451","16,142,589"
KAROL G,Follow,,92,1,23,"931,920","16,140,295"
Paulo Londra,A Veces,,85,1,15,"1,732,511","16,127,042"
Daniel Caesar,Superpowers,,144,1,13,"1,310,477","16,112,761"
Post Malone,Jonestown (Interlude),,30,1,14,"2,495,185","16,102,736"
MC G15,Deu Onda,,64,1,29,"816,736","16,096,479"
Drake,Calling My Name,,14,1,9,"4,306,267","16,070,450"
MC Kevin o Chris,Ela É do Tipo,,134,1,24,"823,396","16,061,241"
Fedez,MILLE,,117,1,20,"951,771","16,051,582"
Nicki Minaj,MEGATRON,,55,1,20,"1,485,677","16,044,099"
Julia Michaels,Jump,,129,1,26,"833,240","16,040,069"
Perry Como,(There's No Place Like) Home for the Holidays - 1959 Version,,91,1,8,"2,389,001","16,033,219"
Eminem,Love The Way You Lie,,110,1,13,"1,342,079","16,026,167"
Los Ángeles Azules,"Perdonarte, ¿Para Qué?",,133,1,12,"1,484,694","16,024,779"
XXXTENTACION,I don’t even speak spanish lol,,60,1,18,"1,327,032","16,016,955"
"Tyler, The Creator",Sucka Free,1.0,9,1,7,"4,487,618","16,015,822"
Måneskin,CORALINE,,112,1,20,"938,638","16,014,819"
Metro Boomin,Hummingbird (Metro Boomin & James Blake),,115,1,13,"1,369,774","16,004,779"
Idina Menzel,Let It Go,,105,1,93,"267,126","15,989,884"
Capital Bra,Prinzessa,,84,1,20,"1,088,856","15,959,029"
Sofia Karlberg,Crazy in Love,,62,1,58,"395,910","15,957,479"
Daniel Caesar,Get You,,170,1,13,"1,365,804","15,939,185"
Kid Cudi,Maui Wowie,,141,1,13,"1,397,237","15,914,616"
THE BOX,THE BOX MEDLEY FUNK 2,,159,1,12,"1,447,349","15,908,651"
Billie Eilish,goodbye,,37,1,15,"2,013,396","15,893,634"
Kawe,Mds,,148,1,21,"853,667","15,880,105"
Lil Baby,Heatin Up,,35,1,14,"2,073,839","15,874,059"
NAV,Price On My Head,,54,1,20,"1,388,681","15,871,445"
Ghost Town DJs,My Boo - Hitman's Club Mix,,99,1,44,"437,850","15,871,145"
Quavo,PASS OUT,,17,1,14,"2,342,525","15,868,009"
RAF Camora,Blaues Licht,,83,1,18,"1,150,933","15,849,970"
Drake,U With Me?,,63,1,35,"752,902","15,849,372"
The Weeknd,I Heard You’re Married,,17,1,9,"3,267,179","15,848,971"
Camila Cabello,I LUV IT,,69,1,10,"2,075,412","15,815,952"
YBN Nahmir,Rubbin Off The Paint,,155,1,30,"623,209","15,789,325"
Drake,A Keeper,,12,1,8,"4,570,242","15,784,582"
Travis Scott,WHO? WHAT!,,24,1,14,"2,983,191","15,777,082"
Dr. Dre,The Next Episode,,38,1,14,"1,643,603","15,773,986"
Kaique e Felipe,Saveiro,,83,1,11,"1,763,358","15,773,357"
Playboi Carti,POP OUT,1.0,5,1,5,"7,232,787","15,749,863"
Marshmello,Project Dreams,,136,1,24,"737,197","15,741,993"
Young Thug,Bubbly,,28,1,14,"2,051,674","15,739,596"
Gambi,Popopop,,87,1,21,"937,979","15,719,311"
Rihanna,Desperado,,72,1,46,"502,472","15,680,716"
The Chainsmokers,Beach House,,50,1,18,"1,340,351","15,680,074"
Chris Brown,Party,,178,1,39,"439,438","15,673,063"
One Direction,Love You Goodbye,,29,1,29,"1,194,916","15,672,492"
Pop Smoke,Gangstas,,26,1,16,"2,159,149","15,634,634"
Ariana Grande,R.E.M,,25,1,16,"2,347,744","15,628,733"
Chris Brown,New Flame,,91,1,92,"251,044","15,584,503"
Taylor Swift,Robin,,42,1,7,"3,849,453","15,584,154"
Destiny's Child,8 Days of Christmas - Live,,78,1,16,"1,912,810","15,576,837"
Morgan Wallen,Superman,,34,1,10,"2,414,547","15,563,469"
Gryffin,Whole Heart,,133,1,44,"427,672","15,552,859"
Lady Gaga,Vanish Into You,,23,1,8,"3,389,629","15,551,418"
Kanye West,STARS,1.0,4,1,5,"4,498,075","15,532,001"
Fred again..,Victory Lap,,82,1,12,"1,671,528","15,518,861"
Nardo Wick,Who Want Smoke??,,135,1,20,"866,930","15,509,250"
El Alfa,PLEBADA,,124,1,13,"1,309,220","15,490,666"
Lady Gaga,How Bad Do U Want Me,,46,1,9,"2,445,980","15,489,201"
Taylor Swift,coney island,,11,1,8,"3,934,030","15,465,547"
UZI,ARASAN DA,,54,1,15,"1,417,131","15,451,786"
Lil Uzi Vert,That Way,,20,1,7,"2,689,390","15,443,448"
Taylor Swift,dorothea,,12,1,8,"3,922,698","15,443,213"
Rudimental,Let Me Live,,137,1,26,"687,047","15,439,717"
Lil Baby,Emotionally Scarred,,113,1,22,"977,439","15,435,660"
Bad Bunny,ACHO PR,,21,1,7,"5,100,358","15,428,944"
Travis Scott,LOST FOREVER,,22,1,7,"4,720,579","15,411,422"
Kanye West,TALKING,1.0,10,1,5,"3,943,064","15,400,175"
Travis Scott,LOOOVE,,27,1,7,"4,398,295","15,380,647"
Hippie Sabotage,Devil Eyes,,168,1,21,"799,113","15,369,556"
Bad Bunny,LA DROGA,,15,1,10,"3,844,399","15,366,166"
Ozuna,Hasta Que Salga el Sol,,121,1,22,"847,562","15,356,877"
One Direction,What a Feeling,,28,1,30,"1,213,369","15,354,666"
Dj Kass,Scooby Doo Pa Pa,,88,1,21,"861,770","15,320,735"
5 Seconds of Summer,No Shame,,55,1,16,"1,452,670","15,320,267"
JHAYCO,Mami Chula,,111,1,13,"1,477,560","15,310,643"
Zé Neto & Cristiano,Barulho Do Foguete - Ao Vivo,,82,1,12,"1,544,992","15,306,833"
Vince Staples,Opps,,58,1,20,"1,384,966","15,302,856"
DJ Snake,Selfish Love,,36,1,14,"1,857,537","15,286,326"
AFROJACK,SummerThing!,,102,1,60,"332,454","15,273,521"
Playboi Carti,RADAR,,12,1,6,"5,531,741","15,271,037"
Taylor Swift,Foolish One (Taylor’s Version) (From The Vault),,21,1,7,"4,387,858","15,253,048"
BLOK3,Keşke,,58,1,11,"2,200,359","15,251,771"
KAJ,Bara Bada Bastu,,46,1,10,"1,978,078","15,236,790"
Lil Nas X,Old Town Road - Remix,,53,1,14,"1,461,337","15,230,971"
aespa,Savage,,75,1,17,"1,144,106","15,229,644"
The Weeknd,Dawn FM,1.0,5,1,8,"4,639,944","15,213,539"
KALEO,Way Down We Go,,160,1,26,"1,327,138","15,204,465"
Lil Uzi Vert,Homecoming,,27,1,11,"2,669,094","15,202,033"
Nicki Minaj,Barbie Tingz,,23,1,15,"2,055,705","15,190,996"
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),,35,1,11,"2,561,047","15,184,822"
Mike Perry,Inside the Lines,,122,1,42,"470,812","15,181,532"
Nicki Minaj,Seeing Green,,36,1,14,"2,346,836","15,165,983"
Macklemore & Ryan Lewis,Thrift Shop,,128,1,99,"234,755","15,160,609"
Yeat,Talk,,82,1,15,"1,322,166","15,156,329"
Yandel,Hablame Claro,,81,1,10,"1,823,895","15,150,852"
Natanael Cano,Blancanieves,,68,1,11,"1,747,000","15,140,562"
KSI,Thick Of It,,110,1,11,"1,507,708","15,136,802"
BTS,Dionysus,,22,1,14,"2,281,412","15,134,946"
DJ Jeeh FDC,Puta Mexicana,,117,1,14,"1,310,245","15,124,465"
Os Barões Da Pisadinha,Basta Você Me Ligar,,50,1,19,"1,281,798","15,122,114"
David Guetta,What I Did for Love,,108,1,69,"270,693","15,115,076"
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),,15,1,9,"3,592,681","15,102,171"
Gabriel Diniz,Jenifer,,60,1,20,"1,175,834","15,102,071"
Disney Characters,This Is Halloween,,12,1,9,"3,878,907","15,094,113"
TWENTY SIX,Buscando Money,,138,1,12,"1,396,735","15,087,767"
The Ronettes,Frosty the Snowman,,105,1,10,"1,895,689","15,079,886"
Junior H,A Tu Manera,,146,1,12,"1,337,360","15,075,901"
Paulo Londra,Forever Alone,,138,1,21,"809,782","15,075,580"
Marshmello,Alone,,73,1,19,"1,001,844","15,069,185"
Rihanna,Consideration,,78,1,46,"479,141","15,055,071"
OMI,Cheerleader - Felix Jaehn vs Salaam Remi Remix,,22,1,17,"1,071,537","15,048,943"
Playboi Carti,WAKE UP F1LTHY,,25,1,7,"4,216,957","15,021,230"
TWICE,THIS IS FOR,,114,1,11,"1,628,782","15,011,887"
Peso Pluma,VVS,,39,1,10,"2,228,719","14,996,059"
Hozier,Almost (Sweet Music),,122,1,20,"873,120","14,994,906"
Drake,Fire & Desire,,76,1,38,"623,135","14,977,400"
Selena Gomez,De Una Vez,,27,1,16,"1,987,392","14,954,753"
AC/DC,Back In Black,,133,1,17,"1,390,871","14,953,137"
Jason Derulo,Lifestyle,,66,1,19,"1,265,358","14,931,734"
benny blanco,Graduation,,58,1,18,"1,322,748","14,924,743"
Mr.Rain,SUPEREROI,,75,1,11,"1,652,861","14,920,061"
James Arthur,Empty Space,,134,1,22,"758,093","14,917,659"
Fall Out Boy,The Last Of The Real Ones,,121,1,28,"672,849","14,916,817"
WizTheMc,Take My Mind,,154,1,12,"1,334,576","14,915,526"
21 Savage,Glock In My Lap,,24,1,13,"2,879,811","14,911,096"
Grupo Menos É Mais,Pela Última Vez - Ao Vivo,,124,1,12,"1,415,944","14,900,498"
J. Cole,p u n c h i n ‘ . t h e . c l o c k,1.0,10,1,8,"4,796,965","14,898,600"
Céline Dion,O Holy Night,,53,1,7,"4,553,353","14,897,135"
The Chainsmokers,High,,44,1,15,"1,579,240","14,895,311"
Miguel,Sure Thing - Sped Up,,178,1,14,"1,138,594","14,888,182"
Drake,Final Fantasy,,41,1,14,"2,627,383","14,875,534"
Peso Pluma,RUBICON,,113,1,13,"1,495,477","14,866,355"
Bizarrap,Toy en el Mic,,81,1,11,"1,702,893","14,845,216"
Lil Baby,Pure Cocaine,,89,1,22,"1,126,817","14,839,236"
Wiz Khalifa,Fr Fr,,122,1,23,"788,913","14,836,880"
Taylor Swift,evermore,,16,1,8,"3,741,047","14,830,858"
Eminem,Evil,,18,1,7,"4,047,693","14,804,135"
Alesso,When I’m Gone,,98,1,18,"1,005,426","14,800,611"
Lil Uzi Vert,I'm Sorry,,25,1,11,"2,717,668","14,787,773"
Nickelback,How You Remind Me,,141,1,11,"1,526,425","14,787,150"
Kane Brown,What Ifs,,125,1,28,"623,231","14,779,959"
Drake,Get Along Better,,25,1,8,"4,533,185","14,770,270"
"Tyler, The Creator",RUNNING OUT OF TIME,,17,1,13,"2,666,984","14,766,793"
Stephanie Beatriz,Waiting On A Miracle,,134,1,18,"857,633","14,765,101"
Smokepurpp,Nephew,,167,1,26,"620,928","14,748,722"
MERO,Hobby Hobby,,35,1,16,"1,712,691","14,731,761"
Internet Money,Somebody,,150,1,22,"731,293","14,729,102"
Nicki Nicole,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",,90,1,19,"939,192","14,717,721"
Travis Scott,SKELETONS,,14,1,12,"3,439,494","14,708,499"
Eno,Ferrari,,52,1,16,"1,625,845","14,700,023"
J. Cole,Window Pain - Outro,,24,1,12,"2,967,493","14,694,319"
J. Cole,7 Minute Drill,,11,1,7,"4,191,887","14,687,368"
Travis Scott,ASTROTHUNDER,,22,1,13,"3,058,120","14,685,636"
Cliff Richard,Mistletoe and Wine,,96,1,9,"2,003,061","14,680,300"
Lil Pump,Drug Addicts,,94,1,21,"884,034","14,679,716"
Taylor Swift,Long Live (Taylor's Version),,20,1,7,"4,481,928","14,674,875"
Justin Bieber,BUTTERFLIES,,11,1,7,"4,254,425","14,667,263"
Justin Bieber,WAY IT IS,,12,1,7,"4,144,923","14,666,921"
The Weeknd,Nothing Without You,,39,1,20,"1,169,545","14,658,326"
Rels B,La Vida Sin Ti,,84,1,9,"1,893,821","14,630,431"
Taylor Swift,long story short,,18,1,8,"3,498,069","14,630,412"
Quevedo,Sin Señal,,160,1,16,"1,165,054","14,620,897"
cakal,İmdat,,80,1,16,"1,029,960","14,609,136"
Billie Eilish,The 30th,,44,1,13,"1,735,235","14,600,856"
Linkin Park,Over Each Other,,28,1,8,"2,920,685","14,590,641"
Andrew Gold,"Spooky, Scary Skeletons - Undead Tombstone Remix",,11,1,6,"4,323,754","14,559,081"
Fetty Wap,679,,96,1,55,"383,754","14,546,434"
Cali Y El Dandee,Nada,,151,1,20,"805,197","14,538,112"
Travis Scott,HOUSTONFORNICATION,,31,1,14,"2,643,241","14,535,299"
C. Tangana,No Te Debí Besar,,136,1,21,"780,150","14,533,168"
Dua Lipa,These Walls,,40,1,8,"2,772,615","14,530,352"
Queen,We Are The Champions - Remastered 2011,,148,1,23,"684,869","14,523,707"
Future,Ice Attack,,16,1,7,"4,112,265","14,523,053"
G-Eazy,Lady Killers II (Christoph Andersson Remix),,86,1,10,"1,644,938","14,520,739"
HUMBE,KINTSUGI,,79,1,10,"1,844,827","14,519,930"
Maluma,Cosas Pendientes,,121,1,10,"1,624,026","14,503,298"
Alessia Cara,Make It To Christmas,,96,1,9,"2,054,339","14,498,175"
Big One,Cuando Te Vi | CROSSOVER #5,,154,1,11,"1,459,998","14,497,220"
Roddy Ricch,Tip Toe,,119,1,19,"919,377","14,471,854"
The Weeknd,Starry Eyes,,18,1,9,"3,240,654","14,469,313"
Beyoncé,I'M THAT GIRL,1.0,10,1,9,"3,882,604","14,464,960"
Tungevaag,Samsara 2015,,95,1,73,"351,958","14,459,802"
El Padrinito Toys,Tal Vez Fui Yo,,154,1,11,"1,381,429","14,457,285"
Bonez MC,Kokain,,76,1,20,"1,102,947","14,445,021"
The Weeknd,Love To Lay,,42,1,19,"1,151,687","14,425,806"
Teto,Fim de Semana no Rio,,115,1,17,"958,885","14,415,920"
Drake,Bahamas Promises,,21,1,7,"4,112,930","14,415,358"
Rich Gang,Lifestyle,,100,1,80,"223,612","14,399,420"
Quevedo,AHORA QUÉ,,64,1,11,"1,913,054","14,390,771"
Marlon Roudette,When The Beat Drops Out,,63,1,56,"455,937","14,368,165"
Eminem,Em Calls Paul - Skit,,29,1,12,"2,391,074","14,360,174"
Romeo Santos,Imitadora,,148,1,30,"545,677","14,359,747"
Alesso,Is That For Me,,80,1,27,"909,541","14,359,268"
Daddy Yankee,Con Calma - Remix,,134,1,22,"772,155","14,358,101"
Lil Uzi Vert,Prices,,37,1,11,"2,295,579","14,313,396"
Blood Orange,Champagne Coast,,163,1,12,"1,246,871","14,311,356"
Alesso,Cool,,103,1,64,"313,163","14,308,560"
Maite Perroni,Loca,,171,1,32,"486,326","14,297,253"
Sam Fischer,What Other People Say,,101,1,19,"981,755","14,288,167"
Drake,March 14,,37,1,13,"2,829,683","14,285,356"
Kanye West,FML,,55,1,31,"715,428","14,280,517"
Grupo Firme,El Beneficio De La Duda,,118,1,10,"1,540,936","14,280,396"
Pop Smoke,Bout A Million,,25,1,14,"2,396,755","14,276,812"
The Weeknd,Ordinary Life,,49,1,20,"1,059,861","14,271,269"
Marília Mendonça,Supera - Ao Vivo,,123,1,21,"883,346","14,259,317"
Ryan Gosling,City Of Stars,,74,1,29,"776,425","14,257,289"
Russ,What They Want,,142,1,39,"423,904","14,232,174"
Rick Ross,Gold Roses,,32,1,16,"1,920,759","14,231,163"
Sido,2002,,101,1,20,"973,307","14,196,728"
Enrique Iglesias,Bailando - English Version,,44,1,61,"470,822","14,170,393"
Bad Bunny,P FKN R,,54,1,13,"1,925,322","14,158,965"
Camila Cabello,Cry for Me,,46,1,14,"1,563,388","14,156,991"
Drake,Tried Our Best,,23,1,7,"4,018,614","14,135,281"
Kendrick Lamar,Rich - Interlude,,15,1,7,"5,114,852","14,123,144"
Taylor Swift,Timeless (Taylor’s Version) (From The Vault),,24,1,7,"4,237,082","14,112,685"
Kendrick Lamar,Alright,,26,1,18,"1,956,342","14,101,692"
Kevin Gates,Thinking with My Dick,,105,1,16,"996,282","14,099,168"
One Direction,Olivia,,34,1,28,"1,069,015","14,087,515"
Drake,What Would Pluto Do,,28,1,7,"3,533,936","14,086,710"
ROSALÍA,TUYA,,56,1,10,"2,014,367","14,081,397"
Sub Urban,INFERNO,,172,1,19,"780,700","14,079,659"
Bosh,Djomb,,98,1,19,"903,895","14,070,853"
Lil Nas X,Old Town Road,,14,1,8,"2,521,887","14,069,124"
Stromae,L’enfer,,80,1,15,"1,245,469","14,055,379"
Migos,BBO (Bad Bitches Only),,20,1,15,"2,094,631","14,055,005"
Alessia Cara,Out Of Love,,126,1,20,"778,973","14,044,875"
Sabrina Carpenter,Alien,,143,1,23,"669,824","14,043,544"
Jung Kook,Closer to You,,24,1,8,"2,960,841","14,042,856"
Billie Eilish,I Didn't Change My Number,,23,1,11,"2,603,983","14,041,891"
ScHoolboy Q,Numb Numb Juice,,44,1,16,"1,591,793","14,032,202"
Bad Bunny,BATICANO,,25,1,7,"4,798,125","14,022,147"
The Rish,"Barbaad (From ""Saiyaara"")",,127,1,11,"1,313,500","14,010,688"
Dj Agus Lima,Gata Only (Mashup),2.0,6,1,2,"7,055,917","13,991,657"
Astrid S,Think Before I Talk,,159,1,29,"578,290","13,989,777"
Ariana Grande,my hair,,20,1,11,"3,236,886","13,989,467"
Kesha,TiK ToK,,76,1,11,"1,986,946","13,987,145"
Doja Cat,Demons,,65,1,10,"1,811,303","13,984,945"
Justin Bieber,Loved By You,,34,1,12,"2,139,498","13,922,109"
Sigala,Give Me Your Love,,161,1,45,"354,450","13,917,552"
Meghan Trainor,No Good For You,,59,1,49,"445,205","13,904,896"
Lauv,Drugs & The Internet,,64,1,19,"1,269,826","13,900,116"
Jung Kook,Somebody,,27,1,8,"2,866,592","13,895,277"
Kanye West,God Is,,18,1,9,"2,700,796","13,885,448"
Beyoncé,CHURCH GIRL,,16,1,9,"3,156,074","13,879,623"
Lil Durk,Stand By Me,,117,1,11,"1,405,171","13,876,287"
Justin Bieber,Trust,,61,1,35,"835,413","13,875,137"
XXXTENTACION,Guardian angel,1.0,6,1,10,"3,297,276","13,868,011"
J. Cole,For Whom The Bell Tolls,,16,1,13,"2,165,398","13,862,825"
Camila Cabello,psychofreak,,52,1,14,"1,466,698","13,859,919"
Charli xcx,Boys,,87,1,28,"837,426","13,851,107"
Duki,Antes de Perderte,,144,1,16,"999,924","13,843,934"
SAIKO,BADGYAL,,153,1,10,"1,528,508","13,835,504"
Bad Bunny,HOY COBRÉ,1.0,8,1,8,"4,355,825","13,833,217"
Taylor Swift,Treacherous (Taylor's Version),,18,1,8,"3,512,231","13,831,247"
Taylor Swift,Haunted (Taylor's Version),,17,1,6,"5,000,122","13,827,344"
BLACKPINK,Ready For Love,,25,1,9,"2,661,402","13,822,600"
Juice WRLD,Real Shit,,47,1,12,"1,822,994","13,797,559"
Capital Bra,Wir ticken,,70,1,15,"1,211,192","13,784,193"
Pentatonix,"Mary, Did You Know?",,111,1,16,"2,169,120","13,783,385"
Beyoncé,DAUGHTER,,20,1,7,"3,411,415","13,778,883"
DJ Khaled,Wish Wish,,74,1,16,"1,242,027","13,776,791"
NF,HOPE,,53,1,10,"2,018,938","13,772,744"
Kendrick Lamar,Mr. Morale,,23,1,8,"3,839,429","13,744,373"
Duki,Unfollow,,136,1,17,"920,884","13,733,365"
Lauv,Easy Love,,118,1,25,"716,853","13,731,979"
Taylor Swift,cowboy like me,,20,1,8,"3,428,061","13,731,473"
DJ Khaled,To the Max,,45,1,14,"1,507,763","13,731,438"
RedOne,Don't You Need Somebody,,151,1,44,"366,994","13,727,889"
Little Mix,No More Sad Songs,,163,1,29,"526,038","13,707,126"
Lil Wayne,"I Do It (ft. Big Sean, Lil Baby)",,51,1,14,"1,571,690","13,703,387"
Beyoncé,SUMMER RENAISSANCE,,26,1,9,"2,488,712","13,688,019"
Lil Nas X,DOLLA SIGN SLIME,,26,1,11,"2,495,936","13,671,585"
Henrique & Juliano,Traumatizei - Ao Vivo Em Brasília,,144,1,12,"1,258,807","13,671,033"
Bing Crosby,Do You Hear What I Hear? - Remastered 2006,,51,1,11,"2,515,339","13,655,919"
One Direction,If I Could Fly,,32,1,28,"1,079,745","13,648,230"
